Üniversite,Bölüm,İmam Hatip Sayısı,İmam Hatip Oranı,URL
"ULUSLARARASI BALKAN ÜNİVERSİTESİ (%25 İndirimli) (4 Yıllık)
(Mühendislik Fakültesi)","BİLGİSAYAR MÜHENDİSLİĞİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=409610685"
"ULUSLARARASI BALKAN ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Mühendislik Fakültesi)","BİLGİSAYAR MÜHENDİSLİĞİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=409610671"
"ABDULLAH GÜL ÜNİVERSİTESİ (İngilizce) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","5","% 11,9","https://yokatlas.yok.gov.tr/lisans.php?y=106510090"
"ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ (İngilizce) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","PSİKOLOJİ","3","% 5,1","https://yokatlas.yok.gov.tr/lisans.php?y=110410447"
"ADIYAMAN ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","6","% 17,1","https://yokatlas.yok.gov.tr/lisans.php?y=100290186"
"AFYON KOCATEPE ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","7","% 13,0","https://yokatlas.yok.gov.tr/lisans.php?y=100490197"
"AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","2","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=100590084"
"AKDENİZ ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","2","% 4,1","https://yokatlas.yok.gov.tr/lisans.php?y=100710878"
"ANADOLU ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","4","% 6,3","https://yokatlas.yok.gov.tr/lisans.php?y=101090580"
"ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","6","% 9,4","https://yokatlas.yok.gov.tr/lisans.php?y=111790325"
"ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ (İngilizce) (4 Yıllık)
(Sosyal ve Beşeri Bilimler Fakültesi)","PSİKOLOJİ","15","% 23,4","https://yokatlas.yok.gov.tr/lisans.php?y=110910103"
"ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(ASBÜ-Kuzey Kıbrıs Yerleşkesi (KKTC-Lefkoşa))","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=110910217"
"ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(ASBÜ-Kuzey Kıbrıs Yerleşkesi (KKTC-Lefkoşa))","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=110910224"
"ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(ASBÜ-Kuzey Kıbrıs Yerleşkesi (KKTC-Lefkoşa))","PSİKOLOJİ","5","% 9,6","https://yokatlas.yok.gov.tr/lisans.php?y=110910231"
"ANKARA ÜNİVERSİTESİ  (4 Yıllık)
(Dil ve Tarih Coğrafya Fakültesi)","PSİKOLOJİ","9","% 14,5","https://yokatlas.yok.gov.tr/lisans.php?y=101110263"
"ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ (İngilizce) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","12","% 18,8","https://yokatlas.yok.gov.tr/lisans.php?y=110010244"
"ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ (İngilizce) (KKTC Uyruklu) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=110010332"
"ATATÜRK ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","9","% 17,3","https://yokatlas.yok.gov.tr/lisans.php?y=101490408"
"AYDIN ADNAN MENDERES ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","2","% 3,1","https://yokatlas.yok.gov.tr/lisans.php?y=100310846"
"BALIKESİR ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","4","% 7,4","https://yokatlas.yok.gov.tr/lisans.php?y=101590114"
"BARTIN ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","2","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=101690090"
"BİNGÖL ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","7","% 16,7","https://yokatlas.yok.gov.tr/lisans.php?y=102010288"
"BOĞAZİÇİ ÜNİVERSİTESİ (İngilizce) (KKTC Uyruklu) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=102270196"
"BOĞAZİÇİ ÜNİVERSİTESİ (İngilizce) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","10","% 24,4","https://yokatlas.yok.gov.tr/lisans.php?y=102270203"
"BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","7","% 10,9","https://yokatlas.yok.gov.tr/lisans.php?y=100110151"
"BURSA TEKNİK ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","9","% 14,1","https://yokatlas.yok.gov.tr/lisans.php?y=102410191"
"BURSA ULUDAĞ ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","5","% 12,2","https://yokatlas.yok.gov.tr/lisans.php?y=109710163"
"ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","1","% 1,6","https://yokatlas.yok.gov.tr/lisans.php?y=102790288"
"ÇANKIRI KARATEKİN ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","4","% 9,5","https://yokatlas.yok.gov.tr/lisans.php?y=102890291"
"ÇUKUROVA ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","2","% 2,9","https://yokatlas.yok.gov.tr/lisans.php?y=102910685"
"DİCLE ÜNİVERSİTESİ  (4 Yıllık)
(Sezai Karakoç Edebiyat Fakültesi)","PSİKOLOJİ","6","% 13,0","https://yokatlas.yok.gov.tr/lisans.php?y=103090338"
"DOKUZ EYLÜL ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","3","% 5,8","https://yokatlas.yok.gov.tr/lisans.php?y=103110787"
"DÜZCE ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","6","% 11,1","https://yokatlas.yok.gov.tr/lisans.php?y=103390196"
"EGE ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","3","% 5,8","https://yokatlas.yok.gov.tr/lisans.php?y=103410096"
"ERZURUM TEKNİK ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","10","% 18,5","https://yokatlas.yok.gov.tr/lisans.php?y=103730105"
"ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","1","% 1,9","https://yokatlas.yok.gov.tr/lisans.php?y=103890253"
"GÜMÜŞHANE ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","2","% 6,3","https://yokatlas.yok.gov.tr/lisans.php?y=104790041"
"HACETTEPE ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","2","% 3,2","https://yokatlas.yok.gov.tr/lisans.php?y=104810141"
"İNÖNÜ ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","7","% 17,1","https://yokatlas.yok.gov.tr/lisans.php?y=105390412"
"İSTANBUL MEDENİYET ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","13","% 20,3","https://yokatlas.yok.gov.tr/lisans.php?y=105410203"
"İSTANBUL ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","9","% 14,5","https://yokatlas.yok.gov.tr/lisans.php?y=105610255"
"İZMİR BAKIRÇAY ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","1","% 1,6","https://yokatlas.yok.gov.tr/lisans.php?y=112910012"
"İZMİR DEMOKRASİ ÜNİVERSİTESİ (İngilizce) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","1","% 2,4","https://yokatlas.yok.gov.tr/lisans.php?y=111110086"
"İZMİR DEMOKRASİ ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=111110091"
"İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ  (4 Yıllık)
(Sosyal ve Beşeri Bilimler Fakültesi)","PSİKOLOJİ","1","% 1,9","https://yokatlas.yok.gov.tr/lisans.php?y=105710299"
"KAHRAMANMARAŞ İSTİKLAL ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","4","% 11,4","https://yokatlas.yok.gov.tr/lisans.php?y=112270819"
"KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","2","% 5,7","https://yokatlas.yok.gov.tr/lisans.php?y=106090185"
"KARABÜK ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","5","% 15,6","https://yokatlas.yok.gov.tr/lisans.php?y=106190460"
"KARADENİZ TEKNİK ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","6","% 19,4","https://yokatlas.yok.gov.tr/lisans.php?y=106290379"
"KASTAMONU ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","4","% 9,5","https://yokatlas.yok.gov.tr/lisans.php?y=106490164"
"KIRIKKALE ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","5","% 10,2","https://yokatlas.yok.gov.tr/lisans.php?y=106690419"
"KIRKLARELİ ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","1","% 3,1","https://yokatlas.yok.gov.tr/lisans.php?y=106770766"
"MALATYA TURGUT ÖZAL ÜNİVERSİTESİ  (4 Yıllık)
(Sosyal ve Beşeri Bilimler Fakültesi)","PSİKOLOJİ","3","% 8,6","https://yokatlas.yok.gov.tr/lisans.php?y=111570406"
"MANİSA CELÂL BAYAR ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","3","% 5,6","https://yokatlas.yok.gov.tr/lisans.php?y=102590475"
"MARDİN ARTUKLU ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","2","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=107190040"
"MARMARA ÜNİVERSİTESİ (İngilizce) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","6","% 12,8","https://yokatlas.yok.gov.tr/lisans.php?y=107290534"
"MARMARA ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","12","% 25,5","https://yokatlas.yok.gov.tr/lisans.php?y=107290541"
"MARMARA ÜNİVERSİTESİ (İngilizce) (UOLP-Uluslararası Saraybosna Üniversitesi) (Ücretli) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=107290604"
"MERSİN ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","9","% 14,1","https://yokatlas.yok.gov.tr/lisans.php?y=107410181"
"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","3","% 5,6","https://yokatlas.yok.gov.tr/lisans.php?y=107690156"
"MUŞ ALPARSLAN ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","8","% 25,0","https://yokatlas.yok.gov.tr/lisans.php?y=107890051"
"NECMETTİN ERBAKAN ÜNİVERSİTESİ  (4 Yıllık)
(Sosyal ve Beşeri Bilimler Fakültesi)","PSİKOLOJİ","18","% 28,1","https://yokatlas.yok.gov.tr/lisans.php?y=107090209"
"NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","8","% 14,8","https://yokatlas.yok.gov.tr/lisans.php?y=108090087"
"ONDOKUZ MAYIS ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","6","% 14,3","https://yokatlas.yok.gov.tr/lisans.php?y=108210268"
"ORTA DOĞU TEKNİK ÜNİVERSİTESİ (İngilizce) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","6","% 9,7","https://yokatlas.yok.gov.tr/lisans.php?y=108410178"
"ORTA DOĞU TEKNİK ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(ODTÜ Kuzey Kıbrıs Kampusu (KKTC-Güzelyurt))","PSİKOLOJİ","1","% 6,7","https://yokatlas.yok.gov.tr/lisans.php?y=108410672"
"ORTA DOĞU TEKNİK ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(ODTÜ Kuzey Kıbrıs Kampusu (KKTC-Güzelyurt))","PSİKOLOJİ","1","% 1,7","https://yokatlas.yok.gov.tr/lisans.php?y=108411025"
"ORTA DOĞU TEKNİK ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(ODTÜ Kuzey Kıbrıs Kampusu (KKTC-Güzelyurt))","PSİKOLOJİ","1","% 3,8","https://yokatlas.yok.gov.tr/lisans.php?y=108470068"
"PAMUKKALE ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","5","% 9,3","https://yokatlas.yok.gov.tr/lisans.php?y=108690253"
"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ  (4 Yıllık)
(Hamidiye Yaşam Bilimleri Fakültesi)","PSİKOLOJİ","12","% 18,8","https://yokatlas.yok.gov.tr/lisans.php?y=111091171"
"SAKARYA ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","12","% 18,8","https://yokatlas.yok.gov.tr/lisans.php?y=108890241"
"SAMSUN ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","7","% 10,9","https://yokatlas.yok.gov.tr/lisans.php?y=112771169"
"SELÇUK ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","7","% 10,9","https://yokatlas.yok.gov.tr/lisans.php?y=108990369"
"SİVAS CUMHURİYET ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","9","% 14,1","https://yokatlas.yok.gov.tr/lisans.php?y=102610485"
"SÜLEYMAN DEMİREL ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","4","% 6,3","https://yokatlas.yok.gov.tr/lisans.php?y=109290445"
"TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","1","% 1,9","https://yokatlas.yok.gov.tr/lisans.php?y=107990098"
"TRABZON ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","4","% 12,5","https://yokatlas.yok.gov.tr/lisans.php?y=112190270"
"UŞAK ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","5","% 9,3","https://yokatlas.yok.gov.tr/lisans.php?y=109890223"
"VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","PSİKOLOJİ","1","% 2,4","https://yokatlas.yok.gov.tr/lisans.php?y=110290123"
"YALOVA ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","11","% 17,2","https://yokatlas.yok.gov.tr/lisans.php?y=109970318"
"ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ  (4 Yıllık)
(Teoman Duralı İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","3","% 7,1","https://yokatlas.yok.gov.tr/lisans.php?y=110390363"
"ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200110114"
"ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200110123"
"ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (%25 İndirimli) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","1","% 11,1","https://yokatlas.yok.gov.tr/lisans.php?y=200190040"
"ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200190050"
"ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","2","% 22,2","https://yokatlas.yok.gov.tr/lisans.php?y=200190051"
"ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İngilizce) (%25 İndirimli) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200190052"
"ALTINBAŞ ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","PSİKOLOJİ","1","% 10,0","https://yokatlas.yok.gov.tr/lisans.php?y=202910251"
"ALTINBAŞ ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","PSİKOLOJİ","1","% 4,2","https://yokatlas.yok.gov.tr/lisans.php?y=202910806"
"ANKARA BİLİM ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209510010"
"ANKARA BİLİM ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","2","% 16,7","https://yokatlas.yok.gov.tr/lisans.php?y=209510011"
"ANKARA BİLİM ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209510061"
"ANKARA BİLİM ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","1","% 8,3","https://yokatlas.yok.gov.tr/lisans.php?y=209510068"
"ANKARA BİLİM ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209510075"
"ANKARA BİLİM ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209510131"
"ANKARA MEDİPOL ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209210010"
"ANKARA MEDİPOL ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209210067"
"ANKARA MEDİPOL ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","PSİKOLOJİ","1","% 1,5","https://yokatlas.yok.gov.tr/lisans.php?y=209210068"
"ANKARA MEDİPOL ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","PSİKOLOJİ","5","% 7,6","https://yokatlas.yok.gov.tr/lisans.php?y=209210011"
"ANTALYA BELEK ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İnsani Bilimler Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=210200325"
"ANTALYA BELEK ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(İnsani Bilimler Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=210200332"
"ANTALYA BELEK ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İnsani Bilimler Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=210200339"
"ANTALYA BİLİM ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","PSİKOLOJİ","2","% 16,7","https://yokatlas.yok.gov.tr/lisans.php?y=206410610"
"ANTALYA BİLİM ÜNİVERSİTESİ (İngilizce) (%25 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206410612"
"ATILIM ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200210104"
"ATILIM ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200210113"
"ATILIM ÜNİVERSİTESİ (İngilizce) (%25 İndirimli) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200290162"
"AVRASYA ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","2","% 3,6","https://yokatlas.yok.gov.tr/lisans.php?y=200310527"
"AVRASYA ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","2","% 18,2","https://yokatlas.yok.gov.tr/lisans.php?y=200310536"
"BAHÇEŞEHİR ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200510094"
"BAHÇEŞEHİR ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200510613"
"BAHÇEŞEHİR ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200510622"
"BAŞKENT ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200611576"
"BAŞKENT ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200611585"
"BAŞKENT ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200690615"
"BAŞKENT ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200690622"
"BAŞKENT ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","1","% 7,1","https://yokatlas.yok.gov.tr/lisans.php?y=200690678"
"BAŞKENT ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200690867"
"BEYKOZ ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Sosyal Bilimler Fakültesi)","PSİKOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200851568"
